"1676476","1.4.","1.4. Управление банковскими рисками","999","УПБП_1.4.","1","1678100","2020-11-01","2100-01-01","","","","",""
"1807365","1.4.1.","1.4.1. Организация системы управления рисками","1","УПБП_1.4.1.","0","1676476","2018-03-22","2100-01-01","Обеспечение поддержания принимаемых Банком банковских рисков на уровне, определяемом в соответствии со стратегическими задачами, и установленных Наблюдательным советом Банка риск-показателей (показатель толерантности, риск-аппетит) ","Пруденциальные требования: НПА, в том числе НБ РБ; ЛНПА, ТНПА. Стратегия управления рисками в рамках Стратегического плана развития Банка. Риск-показатели (толерантность, риск-аппетит). Решения коллегиальных органов Банка","Методологические и аналитические материалы по управлению рисками. Отчетность Банка, предоставляемая надзорному органу. Отчет о результативности бизнес-процесса. Информация по результатам работы ПО, СВТ, СТ. Оценка эффективности системы управления рисками Банка","","Политика управления рисками; методика управления рисками; положение об организации стресс-тестирования"
"1807367","1.4.2.","1.4.2. Управление кредитным риском","30","УПБП_1.4.2.","0","1676476","2018-03-22","2100-01-01","Выявление, оценка, мониторинг и контроль кредитного риска. Организация, совершенствование и методологическое обеспечение системы управления кредитным риском кредитного портфеля Банка ","Пруденциальные требования в части кредитного риска. Решения коллегиальных органов Банка. Основные показатели развития Банка (включая показатели толерантности). ЛНПА Банка по управлению кредитным риском. Политика управления кредитным риском. Данные бухгалтерского баланса Банка, финансовой (бухгалтерской) отчетности и др.","Методологические и аналитические материалы по управлению кредитным риском. Ведение списков инсайдеров. Списки инсайдеров-юридических лиц, ведущиеся ДКР. Списки инсайдеров-физических лиц, ведущиеся Департаментом развития розничных продуктов и цифров Отчетность Банка, предоставляемая надзорному органу, коллегиальным органам Банка в части кредитного риска, пруденциальная отчетность. Оценка уровня кредитного риска. Оценка соблюдения ключевых индикаторов кредитного риска, показателей толерантности, индикаторов раннего предупреждения. Данные в годовую отчетность Банка по кредитному риску.","","Отчеты по форме 2807, 2815"
"1807366","1.4.3.","1.4.3. Управление банковскими рисками (за исключением кредитного риска, ИТ-риска, операционного риска, связанного с информационной безопасностью, включая киберриск)","28","УПБП_1.4.3.","0","1676476","2020-02-18","2100-01-01","Выявление, оценка, мониторинг и контроль банковских рисков в соответствии со стратегическими задачами и установленными Наблюдательным советом Банка риск-показателями (показатели толерантности, риск-аппетита) Методологическое обеспечение системы управления банковскими рисками","Требования регулятора по организации системы управления рисками и формированию пруденциальной отчетности.  Рекомендации внешних контролирующих органов, внешнего и внутреннего аудита.  Решения коллегиальных органов Банка, в т.ч. в части контроля установленных риск-показателей (толерантность, риск-аппетит). \r\nПолитика управления рисками. \r\nСтратегия управления рисками Банка (в рамках Стратегического плана развития Банка).\r\nПрограммное обеспечение, средства вычислительной техники, средства телекоммуникации.\r\nДанные бухгалтерского баланса Банка, финансовой (бухгалтерской) отчетности и др.","Локальные правовые акты по управлению отдельными видами рисков, методики, инструкции в части риск-менеджмента и др. Аналитические материалы по вопросам управления банковскими рисками (материалы коллегиальных органов, аналитические записки и др.) в части результатов оценки уровня рисков, их мониторинга, контроля, предложений по минимизации рисков и др.\r\nПроекты решений коллегиальных органов Банка по результатам рассмотрения аналитических материалов.\r\nОтчет должностного лица, ответственного за управление рисками в Банке.\r\nОтчетность Банка в части рисков, предоставляемая надзорному органу, коллегиальным органам, должностным лицам Банка","","Стресс-тестирование; риск-профиль; база данных по операционному риску; расследование фактов операционного риска; матрица потерь банка"
"1676603","1.5.","1.5. Управление персоналом и организационной структурой Банка","999","УПБП_1.5.","1","1678100","2013-01-31","2100-01-01","","","","",""
"1807386","1.5.1.","1.5.1. Подбор и расстановка персонала","18","УПБП_1.5.1.","0","1676603","2018-03-22","2100-01-01","Формирование высококвалифицированного, стабильного и оптимально сбалансированного трудового коллектива, способного эффективного решать стоящие перед Банком задачи. Эффективное использование человеческих ресурсов, позволяющее Банку успешно функционировать на рынке","Кадровая политика Банка в области качества и ЛНПА, регулирующие вопросы подбора персонала, работы с резервом кадров и ротации персонала, трудовое законодательство Республики Беларусь. Заявка на поиск и подбор персонала, профиль должности, документы кандидата, резерв кадров, результаты оценки (диагностики)","Укомплектованный штат, документы кадрового делопроизводства, штатная книга, фактическое значение показателей достижения целей и критерий результативности процессов системы менеджмента Банка, соответствующая отчетность; заявки на доработку подсистемы \"Персонал. Зарплата. Кадры\" из состава ИБС \"СТ.БАНК.ИТ\" \r\nДоговоры о материальной ответственности работников. \r\nПриказы (о материально-ответственных лицах по вопросам обеспечения деятельности Банка). \r\nРезультаты первоначального тестирования, прохождения аттестаций, иных способов диагностики компетенций, обязательных для отдельных операций/ направлений деятельности, при приеме на работу и допуске к самостоятельной работе","",""
"1807387","1.5.2.","1.5.2. Формирование штатно-организационной структуры","18","УПБП_1.5.2.","0","1676603","2018-03-22","2100-01-01","Обеспечение эффективности организационной структуры, оптимальной штатной численности работников Банка, максимального охвата операций Банка нормами труда","Стратегический план развития Банка, решения коллегиальных органов Банка, ходатайства заинтересованных подразделений Банка/ответственных лиц, перечень функций (операций)","ЛНПА Банка по вопросам организационной структуры, в том числе норм управляемости. Штатно-организационная структура Банка, нормы труда. Штатное расписание Банка. Должностные (рабочие) инструкции работников.Положения о структурных подразделениях Банка; Заявки на доработку подсистемы \"Персонал. Зарплата. Кадры\" из состава ИБС \"СТ.БАНК.ИТ\"","",""
"1807388","1.5.3.","1.5.3. Обучение и развитие персонала","18","УПБП_1.5.3.","0","1676603","2018-03-22","2100-01-01","Формирование и поддержание высокого уровня квалификации персонала, необходимого для реализации стратегии развития Банка","Аналитическая информация о потребности в обучении персонала, заявка на обучение персонала, докладная записка на разработку учебных материалов, стандартов обслуживания, результаты оценки (диагностики), индивидуальные планы развития работников Банка","Фактическое значение показателей достижений целей и критерий результативности процессов системы менеджмента Банка, документы кадрового делопроизводства, образовательные документы (диплом об образовании, свидетельство, сертификат и др.); заявки на доработку подсистемы \"Персонал. Зарплата. Кадры\" из состава ИБС \"СТ.БАНК.ИТ\"","",""
"1807389","1.5.4.","1.5.4. Мотивация персонала","18","УПБП_1.5.4.","0","1676603","2018-03-22","2100-01-01","Закрепление в Банке наиболее способных и эффективных работников, усиление их заинтересованности и лояльности","Приоритетные задачи, стоящие перед Банком на краткосрочную и среднесрочную перспективу, Стратегический план развития Банка, решения Национального банка Республики Беларусь в части оплаты труда работников банковской сферы, ЛНПА Банка по вопросам развития системы материальной и нематериальной мотивации, Коллективный договор, Схемы тарифных ставок (тарифных окладов по ЕТС)","Решение коллегиальных органов управления Банка, документы кадрового делопроизводства, штатная книга, аналитическая информация (отчетность) о проведенных мероприятиях, результаты оценки уровня удовлетворенности и вовлеченности работников Банка; заявки на доработку подсистемы \"Персонал. Зарплата. Кадры\" из состава ИБС \"СТ.БАНК.ИТ\"","","Показатели премирования; KPI-показатели; показатели приорететного задания"
"1807390","1.5.5.","1.5.5. Оценка и аттестация персонала","18","УПБП_1.5.5.","0","1676603","2018-03-22","2100-01-01","Оценка эффективности работников Банка с точки зрения точности, объективности и соответствия установленным квалификационным требованиям","ЛНПА Банка, пруденциальные требования: НПА, в том числе Национального банка Республики Беларусь, профиль должности, должностная (рабочая) инструкция работника Банка","Решение соответствующей квалификационной (аттестационной) комиссии, результаты оценки (диагностики), документы кадрового делопроизводства, резерв кадров, индивидуальные планы развития работников Банка; заявки на доработку подсистемы \"Персонал. Зарплата. Кадры\" из состава ИБС \"СТ.БАНК.ИТ\"","",""
"1840782","1.5.6.","1.5.6. Планирование и учет использования рабочего времени персонала","18","УПБП_1.5.6.","0","1676603","2018-03-22","2100-01-01","Обеспечение полноты и своевременности планирования и учета фактически отработанного персоналом рабочего времени","Трудовой кодекс РБ, Производственный календарь, Коллективный договор Банка, Правила внутреннего трудового распорядка, личная информация о работнике, заявления работников об установлении особых режимов работы, трудовые договора (контракты) работников, График трудовых отпусков на год, документы кадрового делопроизводства, листки нетрудоспособности, информация о выполнении работником государственных, общественных, воинских и иных обязанностей в соответствии с законодательством Республики Беларусь","График работ (сменности), табель использования рабочего времени, приказы по личному составу; заявки на доработку подсистемы \"Персонал. Зарплата. Кадры\" из состава ИБС \"СТ.БАНК.ИТ\"","",""
"1848060","1.5.7.","1.5.7. Направление работников в служебные командировки и в другую местность на спортивные, культурно-массовые мероприятия, а также для выполнения общественных работ","18","УПБП_1.5.7.","0","1676603","2018-03-22","2100-01-01","Обеспечение качественного, своевременного направления работников Банка в служебные командировки, а также для участия в спортивных, культурно-массовых мероприятиях, для выполнения общественных работ","Потребность в направлении работников в служебные командировки. План (программа) проведения спортивных, культурно-массовых, обучающих мероприятий. Решения руководства Банка, коллегиальных органов о направлении работников для выполнения общественных работ.","Заявка (докладные записки) о командировании (направлении).Приказы о командировании (направлении), авансовые отчеты работников Банка об израсходованных суммах, отчет об итогах служебной командировки за границу; заявки на доработку подсистемы \"Персонал. Зарплата. Кадры\" из состава ИБС \"СТ.БАНК.ИТ\"","",""
"2083913","1.5.8.","1.5.8. Организация проверки уровня компетентности работников Банка","18","УПБП_1.5.8.","0","1676603","2019-03-15","2100-01-01","Обеспечение допуска к работе компетентных работников, подтверждение необходимой квалификации","Потребность в обеспечении необходимого уровня компетентности работников, подтверждение необходимой квалификации","Своевременно пройденные тесты; экзамены. Работники, получившие допуск к самостоятельной работе, продлившие срок действия квалификационных документов","",""
"1676452","1.6.","1.6. Управление региональной сетью Банка","4","УПБП_1.6.","0","1678100","2017-04-20","2100-01-01","Развитие и оптимизация региональной сети Банка","1). Входящие коммерческие предложения по аренде и приобретению/строительству помещений для размещения подразделений Банка и ходатайства региональных дирекций Банка; 2). Преобразование региональной сети с переходом на единый БИК","1) Принятое решение по входящим предложениям; в широком смысле - открытие структурного подразделения; 2). Структура региональной сети с единым БИКом","",""
"1676509","1.7.","1.7. Управление Организациями банковского холдинга и контроль их эффективности","25","УПБП_1.7.","0","1678100","2020-02-18","2100-01-01","Планирование объемов и направлений инвестиций в Организации банковского холдинга, контроль целевого использования и анализ эффективности инвестиций","Проект бизнес-плана развития и инвестиционной программы Организации банковского холдинга. Бизнес-план развития и инвестиционная программа: Организации банковского холдинга, утвержденные уполномоченным органом Банка; Организации банковского холдинга (хозяйственного общества), согласованные уполномоченным органом Банка.\r\nХодатайства Организации банковского холдинга Банка о получении инвестиций (взноса в уставный фонд и др.), необходимый пакет документов согласно ЛПА Банка для рассмотрения вопроса об осуществлении инвестиций.\r\nБизнес-план инвестиционного проекта, предусмотренного инвестиционной программой Организации банковского холдинга, утвержденной уполномоченным органом Банка; Организации банковского холдинга (хозяйственного общества), согласованной уполномоченным органом Банка","Бизнес-план развития и инвестиционная программа: Организации банковского холдинга, утвержденные уполномоченным органом Банка; Организации банковского холдинга (хозяйственного общества), согласованные уполномоченным органом Банка. Решение уполномоченного органа Банка об осуществлении инвестиций.\r\nОтчёт об исполнении бизнес-плана развития и инвестиционной программы:\r\nсельскохозяйственной Организации банковского холдинга за 9 месяцев и за год;\r\nиной Организации банковского холдинга за полугодие и за год.\r\nОтчет Организаций банковского холдинга об использовании средств уставного фонда","","бизнес-процесс 1.7. в редакции распоряжения ОАО \"Белагропромбанк\" от 17.02.2020 № 91"
